word,pos
Chocolate,NOUN
liking,VERB
bars,NOUN
fondly,ADV
speak,VERB
stiffly,ADJ
twinkled,VERB
G.,NOUN
ways,NOUN
trembling,VERB
wooden,ADJ
owners,NOUN
Dragons,NOUN
Frog,NOUN
Father,NOUN
zooming,VERB
Vindictus,NOUN
bitten,ADJ
reliving,VERB
unicorns,NOUN
snapped,VERB
P-P-Potter,NOUN
No,NOUN
moaned,VERB
That,DET
downright,ADJ
goblins,NOUN
cannon,NOUN
gleamed,VERB
background,NOUN
jostled,VERB
spotted,ADJ
Brown,NOUN
our,PRON
bow,NOUN
denying,VERB
hanger,NOUN
behind,NOUN
What,PRON
sideways,NOUN
t-tell,VERB
skies,NOUN
craning,NOUN
Levi-o-sa,NOUN
expects,VERB
aconite,NOUN
close,VERB
shouldn,NOUN
noises,NOUN
one,NUM
stalactite,NOUN
break-in,NOUN
flew,VERB
shadows,VERB
spoke,NOUN
spasm,NOUN
meddling,VERB
supporting,VERB
others,NOUN
kids,NOUN
Owl,NOUN
painting,NOUN
th,NOUN
WANT,VERB
spite,NOUN
miserably,ADV
boy,NOUN
caught,NOUN
weighing,VERB
Higgs,NOUN
steady,ADJ
Astronomy,NOUN
werewolf,NOUN
Little,NOUN
statue,NOUN
swarming,VERB
fail,NOUN
toasting,NOUN
stay,VERB
saintly,ADJ
cauldrons,NOUN
pushing,VERB
anymore,ADV
tea,NOUN
trick,ADJ
lightning,NOUN
hoarse,ADJ
smirking,VERB
Sniff,NOUN
different-colored,ADJ
lamps,NOUN
patched,VERB
Tricky,ADJ
subjects,NOUN
sunlight,NOUN
sir,VERB
oughta,VERB
view,NOUN
tripping,NOUN
zoomed,VERB
drills,NOUN
Surrey,NOUN
killing,VERB
lip,NOUN
Grindelwald,NOUN
search,VERB
struggle,VERB
yawned,VERB
nonstop,ADJ
And,CONJ
selling,VERB
baker,NOUN
troduced,VERB
undergrowth,NOUN
watery,ADJ
sold,VERB
sorry,NOUN
compartments,NOUN
sharing,VERB
enjoy,VERB
harbor,NOUN
greenhouse,NOUN
friendly,ADJ
Bewitch,NOUN
simmering,VERB
Catching,VERB
fours,NOUN
unbelievable,ADJ
mastered,VERB
crime,NOUN
Bristol,NOUN
rapidly,ADV
danger,NOUN
hides,NOUN
matter,VERB
leaking,VERB
Room,NOUN
crack,NOUN
readin,NOUN
discovered,VERB
World,NOUN
fortune-telling,NOUN
thus,ADV
address,NOUN
Guide,NOUN
depended,VERB
Fifteen,NOUN
Hold,VERB
Aunt,NOUN
relax,VERB
umbrella,ADJ
Am,VERB
bundled,VERB
West,NOUN
uniform,NOUN
Play,NOUN
;,.
tearful,ADJ
answering,VERB
melt,VERB
dead,ADJ
as,ADP
Ca,VERB
moons,NOUN
dwarf,NOUN
Reaching,VERB
Stand,NOUN
pure,NOUN
Voldemort.,NOUN
overshadowed,VERB
'there,DET
Makes,NOUN
alchemist,NOUN
King,NOUN
moldy,ADJ
doorways,NOUN
too,ADV
cry,VERB
C'mon,NOUN
follow,VERB
rise,NOUN
possession,NOUN
fifteen,ADJ
Caput,NOUN
Around,ADP
shoved,VERB
sipped,VERB
beady,ADJ
armed,ADJ
freeze,VERB
curse,NOUN
chips,NOUN
impossible,ADJ
getting,VERB
teapot,NOUN
easiest,ADJ
account,NOUN
giggled,VERB
shoulder,VERB
bang,VERB
calmly,ADV
dinner,NOUN
trotting,VERB
point,VERB
stream,NOUN
baked,ADJ
windowsill,NOUN
drummed,VERB
Stones,NOUN
'Course,NUM
conjured,VERB
shadow,NOUN
jumping,VERB
Weather,NOUN
yells,NOUN
Wood,NOUN
struck,VERB
drops,VERB
kept,VERB
daylight,ADV
shuffled,VERB
high,ADV
instead,ADV
scribbling,VERB
occurred,VERB
Hogwarts,VERB
alot,NOUN
Harvey,NOUN
tufts,NOUN
sheep,NOUN
tomatoes,NOUN
scowling,VERB
half,ADJ
credit,NOUN
chat,NOUN
sleepy,NOUN
peculiar,ADJ
madly,ADV
stammered,VERB
glinting,VERB
blanket,NOUN
opened,VERB
slug,ADJ
Winged,VERB
rude,VERB
protection,NOUN
Resident,ADJ
tend,VERB
quivering,NOUN
searching,VERB
their,PRON
budge,VERB
penalty,NOUN
tightened,VERB
hat,PRON
known,VERB
platforms,NOUN
finishing,VERB
no,X
Hannah,NOUN
Scooping,VERB
parks,NOUN
violet,NOUN
find,VERB
line,NOUN
oyt,NOUN
throw,VERB
years,NOUN
swept,VERB
later,ADV
Fang,NOUN
six,NUM
o,ADJ
banged,VERB
rocker,NOUN
hatched,VERB
sparks,NOUN
loyal,ADJ
1473,NUM
very,NOUN
belongs,NOUN
eleventh,ADJ
engulfed,VERB
distance,NOUN
deliverin,NOUN
coast,NOUN
coconut,NOUN
murmured,VERB
rose,VERB
escape,VERB
racing,VERB
DUMBLEDORE,NOUN
shore,NOUN
Shake'em,NOUN
twisting,VERB
difficult-,ADJ
Who,PRON
unpopular,ADJ
snake,NOUN
politely,ADV
troops,NOUN
nagging,VERB
contained,VERB
finding,VERB
casually,ADV
hidden,NOUN
toads,NOUN
'til,.
unblinkingly,ADV
history,NOUN
tent,ADJ
Flaming,VERB
net,NOUN
smelly,ADV
Dursley,NOUN
Poke,VERB
glider,NOUN
minuscule,NOUN
thousand,ADJ
Gryffindors,NOUN
than,ADP
path,NOUN
drinking,NOUN
shaped,ADJ
opposite,NOUN
ANYTHING,NOUN
planets,NOUN
roaring,VERB
shape,NOUN
upstairs,ADV
dish,VERB
bed.,NOUN
looming,VERB
spoken,VERB
spectacles,NOUN
rang,VERB
spectacularly,ADV
earsplitting,VERB
unseen,ADJ
Thirty,NOUN
bar,NOUN
shouldn'ta,VERB
'Mr,NOUN
noiselessly,ADV
Norbert,NOUN
socks,NOUN
right-handed,ADJ
flying,VERB
',PRT
pawn,NOUN
diff'rent,NOUN
shifty,ADJ
braver,ADV
Every,DET
pumpkins,NOUN
clearing,NOUN
sunburn,NOUN
pebbles,NOUN
Um,NOUN
money,NOUN
apologized,VERB
jealous,ADJ
cursing,VERB
DOWN,NOUN
See,VERB
Something,NOUN
cracks,NOUN
jewels,NOUN
been,VERB
stones,NOUN
Dark,NOUN
glance,NOUN
set,VERB
foul,ADJ
straightening,VERB
mouthful,NOUN
Yet,ADV
multilevel,NOUN
ourselves,NOUN
rumor,NOUN
maker,NOUN
running,ADJ
wands,NOUN
need,VERB
simply,ADV
hid,VERB
tremble,NOUN
plates,NOUN
huddle,NOUN
ears,NOUN
sobbing,VERB
baby,NOUN
WITCH,NOUN
sets,NOUN
added,ADJ
Report,NOUN
combination,NOUN
Perenelle,NOUN
right,VERB
below,ADP
dirty,NOUN
Hoping,VERB
breeding,NOUN
Firenze,ADJ
trusted,VERB
unusual,ADJ
equipment,NOUN
'please,NOUN
seared,VERB
By,ADP
More,ADJ
Urgh,NOUN
Famous,ADJ
trash,NOUN
Weasley,NOUN
deafening,NOUN
after,ADP
amazed,VERB
bush,NOUN
greeted,VERB
fix,NOUN
accept,VERB
Ten,NOUN
mistaking,VERB
stage,NOUN
strictly,ADV
No,X
cunning,VERB
Someone,NOUN
meet,VERB
savage,NOUN
tingle,VERB
Explain,NOUN
houses,NOUN
come,VERB
fixedly,ADV
making,VERB
decked,VERB
",",.
pawed,VERB
Latest,NOUN
gain,VERB
grassy,NOUN
useless,ADJ
questions,NOUN
dirt,NOUN
dangling,VERB
seeping,VERB
spluttering,VERB
ran,VERB
wine,NOUN
glancing,NOUN
vicious,ADJ
Yer,NOUN
walk,VERB
Dunno,VERB
VCR,NOUN
Passersby,NOUN
boy,X
off,ADV
Quick,NOUN
taller,NOUN
brought,VERB
chest,ADJ
Nick,NOUN
Look,VERB
toothless,NOUN
turned,VERB
deeper,ADJ
eye,NOUN
B-b-but,NOUN
ten,NUM
WEASLEY,ADJ
Sundays,NOUN
grim,ADJ
hurried,VERB
normal,ADJ
corned,ADJ
How,ADV
Spells,NOUN
achieve,VERB
drone,NOUN
downstairs,NOUN
Twentieth,NOUN
resign,VERB
cannonball,NOUN
wall,NOUN
swarmin,NOUN
stupidly,ADV
grab,NOUN
past,ADJ
phoning,VERB
Within,NOUN
bitter,ADJ
nurse,NOUN
hugging,VERB
lights,NOUN
orders,NOUN
snowy,NOUN
hawk,NOUN
nasty,ADJ
inspector,NOUN
-Harry,NOUN
're,VERB
NINE,NOUN
then,ADV
Waffling,VERB
feather,ADV
Quaffle,NOUN
Petunia,NOUN
yeh,ADJ
DotA,NOUN
himself,PRON
Tokens,VERB
comfort,VERB
Midnight,NOUN
toppled,VERB
crunching,VERB
gulped,VERB
capture,NOUN
rammed,VERB
sweetums,NOUN
kissing,VERB
happened,VERB
snored,VERB
sorted,VERB
precious,ADJ
bein,NOUN
follows,VERB
*,NOUN
determined,VERB
boulder,NOUN
rising,VERB
playfully,ADV
cart,NOUN
read,VERB
overcoat,NOUN
mountain,NOUN
head,ADJ
whether,ADP
duffers,NOUN
that,ADP
FIFTEEN,NOUN
commit,VERB
swarthy,ADJ
Cupboard,NOUN
birthdays,NOUN
'cept,ADP
gaunt,NOUN
unknown,ADJ
ancient,NOUN
ALL,DET
Johnson,NOUN
neither,DET
fifty-pence,ADJ
dealer,NOUN
sunk,VERB
Bones,NOUN
sinks,NOUN
practicing,VERB
Smelting,VERB
ended,VERB
pains,NOUN
topmost,NOUN
BREAK-IN,NOUN
panting,VERB
boot,NOUN
the,DET
handle,VERB
anymore,NOUN
Seventeen,ADJ
uneasy,ADJ
beaks,NOUN
Her,PRON
out,PRT
about,ADV
plump,ADJ
bent,VERB
examine,VERB
sagged,VERB
cackle,NOUN
turnips,VERB
reach,VERB
safety,NOUN
fall,VERB
s,VERB
eyebrows,VERB
sprang,VERB
present,NOUN
newspaper,NOUN
mean,VERB
Restricted,ADJ
drooled,VERB
sideways,ADJ
nearsighted,ADJ
'Harry,NOUN
Smoke,CONJ
malade,NOUN
long,ADJ
heartstring,NOUN
s'pose,VERB
scraping,NOUN
swore,NOUN
reflection,NOUN
possible,ADJ
Paracelsus,NOUN
headlight,NOUN
midnight,NOUN
meant,ADJ
caught,ADJ
them.,NOUN
tennis,NOUN
pick-me-up,NOUN
corridors,NOUN
stole,VERB
over,PRT
least,ADJ
acting,VERB
Little,ADJ
short,ADV
Hello,NOUN
WHO,NOUN
musty,ADJ
astounding,VERB
Cornelius,NOUN
darkness,NOUN
knees,NOUN
toast,ADV
Dud,NOUN
bear,NOUN
wild,NOUN
tight-lipped,ADJ
card,NOUN
two,NUM
swooping,VERB
ward,VERB
roar,NOUN
its,PRON
basket,NOUN
coins,NOUN
dunderhead,NOUN
Potatoes,NOUN
paid,VERB
D-D-Dark,NOUN
sunlight,ADJ
Whispers,NOUN
twitching,NOUN
POTTER,NOUN
spelled,VERB
secretary,NOUN
THIS,NOUN
including,VERB
starting,VERB
Dittany,NOUN
grow,VERB
spent,VERB
there,DET
Grand,NOUN
near,ADP
moved,VERB
mine,NOUN
Thief,NOUN
laden,VERB
experience,NOUN
sorry,ADJ
smarter,NOUN
flute,NOUN
ground,NOUN
television,NOUN
birthday,NOUN
Teach,NOUN
loaded,VERB
points,NOUN
woman,NOUN
er,VERB
gliding,VERB
rice,NOUN
nail,NOUN
Each,DET
overtook,ADP
Once,ADP
somehow,ADV
searched,VERB
potion,NOUN
show,NOUN
Always,NOUN
stitches,NOUN
killin,NOUN
Id,NOUN
Diggle,NOUN
gloomy-looking,ADJ
steps,VERB
Peeves,VERB
packed,VERB
lawns,NOUN
Defense,NOUN
Say,NOUN
Seeing,VERB
double,ADJ
needs,VERB
animals,NOUN
frogs,NOUN
daylight,NOUN
Beaters,NOUN
pass,VERB
cup,NOUN
higher,ADV
copying,VERB
high,NOUN
posts,NOUN
whirled,VERB
Them,NOUN
unwrapped,VERB
overhearing,VERB
sending,VERB
Bye,NOUN
Which,ADJ
clean,ADJ
table,NOUN
outta,ADV
enemy,NOUN
painfully,ADV
groups,NOUN
few,ADJ
looked,VERB
Sir,NOUN
sneer,NOUN
message,NOUN
meals,NOUN
Hall,NOUN
coughed,VERB
dawn,NOUN
down,ADV
sniffed,VERB
care,NOUN
tackling,VERB
chair,VERB
snow,NOUN
Out,ADP
chucked,VERB
worry,VERB
'Up,X
copper,NOUN
fluid,NOUN
Erised,VERB
cheer,NOUN
later,NOUN
flattering,VERB
S-s-sorry,NOUN
One,NUM
owlery,NOUN
even,ADV
Whatever,DET
OF-,NOUN
Codswallop,NOUN
Instead,ADV
doubt,NOUN
sticking,VERB
-how,NOUN
beaverskin,NOUN
seven,NUM
saw,NOUN
edge,VERB
passersby,NOUN
Oy,NOUN
stunned,VERB
admirers,NOUN
kiss,VERB
to,PRT
stands,NOUN
mellow,NOUN
Gryffindor,NOUN
hinge,NOUN
passing,NOUN
snoozing,VERB
lets,VERB
foot,NOUN
sleepy,ADJ
killers,NOUN
shoes,NOUN
seventeen,ADJ
confused,VERB
rummaging,NOUN
laughing,NOUN
amuse,VERB
treat,NOUN
Snowy,NOUN
quivering,ADJ
House,NOUN
Gliding,VERB
nearest,ADJ
poked,VERB
Howling,VERB
LETTER,NOUN
Dean,NOUN
blame,VERB
evening,VERB
ebony,NOUN
nowhere,ADV
hurtling,VERB
distracted,VERB
cock-and-bull,ADJ
invented,VERB
chorused,VERB
downward,ADV
-the,VERB
arrival,NOUN
smothering,VERB
upstairs,NOUN
Eyes,NOUN
light,NOUN
brilliantly,ADV
twig,NOUN
very,ADJ
fangs,NOUN
foolish,VERB
common,ADJ
occasions,NOUN
castle,ADJ
Up,PRT
Tuesday,NOUN
Until,ADP
rule,NOUN
blur,NOUN
Bleaaargh,NOUN
somersault,NOUN
blossoming,VERB
kill,NOUN
Could,VERB
inside,NOUN
threatening,VERB
Eager,NOUN
lamp,VERB
squinted,VERB
Woodcroft,NOUN
single,ADJ
pub,NOUN
escaping,VERB
trolley,NOUN
HUFFLEPUFF,NOUN
motorcycle,NOUN
lump,NOUN
braver,NOUN
kip,VERB
prefer,VERB
hidden,ADJ
Through,ADP
Deep,NOUN
gym,NOUN
lit,VERB
produced,VERB
Floor,NOUN
scored,VERB
arching,VERB
shiny,ADJ
las,NOUN
strangers,NOUN
hated,VERB
Bulstrode,NOUN
yelps,NOUN
else,ADV
b,NOUN
bullets,NOUN
convince,VERB
opposite,ADJ
steeply,VERB
beef,NOUN
bag,ADJ
Order,NOUN
fantastic,ADJ
loomed,VERB
prickled,VERB
strange,NOUN
running,VERB
trains,NOUN
widely,ADV
OUT,NOUN
HIM,NOUN
Great,ADJ
runnin,NOUN
split,NOUN
sink,VERB
Transfiguration,NOUN
outlines,NOUN
o'clock,NOUN
shrinking,VERB
envelope,NOUN
Eleven,ADJ
wife,NOUN
city,NOUN
boys,NOUN
fright,NOUN
here,ADV
treacle,NOUN
locked,ADJ
Absolutely,ADV
scars,NOUN
Maybe,VERB
cheerfully,ADV
earlier,ADJ
Having,VERB
longer,ADJ
happier,ADJ
Borrowed,VERB
commentating,VERB
word,NOUN
sitting,VERB
Supreme,NOUN
joined,VERB
Forge,NOUN
facedown,ADV
tarts,NOUN
magic,NOUN
shrunk,VERB
through,ADV
whistle,NOUN
inscription,NOUN
knee,NOUN
ter,ADV
Detention,NOUN
sneezed,VERB
neck,NOUN
most,ADV
Curse,NOUN
beds,NOUN
turkey,NOUN
nearer,ADP
Ollivander,NOUN
gap,NOUN
bus,NOUN
ago,ADV
affairs,NOUN
hide,VERB
headfirst,ADV
daring,NOUN
stalactites,NOUN
awe,NOUN
Second,NOUN
bustling,VERB
swelled,VERB
awake,VERB
adventure,VERB
which,DET
fanatic,ADJ
swayed,VERB
concerned,VERB
talk,VERB
figures,NOUN
lie,VERB
earn,VERB
smarten,VERB
stayed,VERB
feels,NOUN
buckled,ADJ
highway,NOUN
Scurrying,VERB
dirty,ADJ
suspicious,ADJ
drenched,VERB
Cheer,NOUN
stools,NOUN
Welsh,NOUN
arrangements,NOUN
library,NOUN
Moon,NOUN
like,ADJ
Yeah,NOUN
violently,ADV
deliver,VERB
awaits,VERB
Merry,NOUN
Oh,X
How,NOUN
chortled,VERB
knickerbocker,NOUN
leaked,VERB
CAR,NOUN
desk,NOUN
people,NOUN
It,PRON
doing,VERB
speed,NOUN
liver,NOUN
finish,VERB
bet,ADV
touched,ADJ
fourteen,NOUN
stuffing,VERB
brew,VERB
seventy-,ADJ
rumbling,NOUN
Petrificus,NOUN
flies,NOUN
waste,VERB
barbers,NOUN
Alas,NOUN
bright,VERB
diversion,NOUN
wine,ADJ
deeply,ADV
owner,NOUN
wizened,ADJ
feather,NOUN
grabbed,VERB
since,ADP
seemed,VERB
yeh,VERB
rub,VERB
Horribly,ADV
them,PRON
wanderings,NOUN
visible,ADJ
taller,ADJ
Follow,ADP
Hut-on-the-Rock,NOUN
OR,NOUN
that-that,ADJ
resist,VERB
Mugwump,NOUN
crash,VERB
Bars,NOUN
Found,VERB
speeds,NOUN
Right,NOUN
hear,VERB
whooshing,VERB
Important,NOUN
shaves,NOUN
ill,ADV
realized,VERB
Bill,NOUN
coolly,ADV
right-hand,ADJ
slinking,VERB
vanished,VERB
underneath,PRT
thern,NOUN
told,ADJ
definitely,ADV
Wands,NOUN
dining,NOUN
Malcolm,NOUN
sweets,NOUN
..,NOUN
wheezed,VERB
snowy,ADJ
attack,VERB
forgotten,VERB
become,VERB
Privately,ADV
thrashing,VERB
proving,VERB
DUEL,NOUN
tin,NOUN
drink,NOUN
relief,NOUN
girls,NOUN
settling,VERB
annoy,VERB
Dundee,NOUN
bored,VERB
blurted,VERB
spectators,NOUN
Hermione,NOUN
cheered,VERB
creepy,NOUN
morning,NOUN
duels,NOUN
wantin,ADJ
pockets,NOUN
Beechwood,NOUN
hero,NOUN
cheating,VERB
dreadlocks,NOUN
craning,VERB
arguing,VERB
low,ADJ
-please,NOUN
sped,VERB
postcard,NOUN
underneath,VERB
seems,VERB
snakes,NOUN
wand,NOUN
dotted,VERB
around,ADP
grunting,NOUN
Lily,ADV
days,NOUN
hills,NOUN
Now,ADV
barred,VERB
boy,VERB
weakly,ADJ
glue,NOUN
parcel,NOUN
bronze,NOUN
walked,ADJ
Suddenly,ADV
seem,VERB
ancient,ADJ
Dudleykins,NOUN
out-of-bounds,NOUN
meself,PRON
loud,ADJ
toast,NOUN
tottered,VERB
peppermint,NOUN
fail,VERB
lent,VERB
scared,ADJ
cloudy,ADJ
remembering,VERB
months,NOUN
Alicia,NOUN
best,ADV
decided,VERB
singing,VERB
Miranda,NOUN
incredibly,ADV
extra,ADJ
tapped,VERB
fabulous,ADJ
tea,VERB
and,CONJ
hurriedly,ADV
noses,NOUN
gaze,NOUN
Fred,NOUN
Galleon,NOUN
knocked,VERB
skinnier,ADJ
DOING,NOUN
Cokeworth,NOUN
win,VERB
invisible,ADJ
patted,VERB
dislike,VERB
sixty,NOUN
recognized,VERB
strange-looking,ADJ
stitch,NOUN
stomping,VERB
present,ADJ
squeeze,VERB
finds,NOUN
dentists,NOUN
Warlock,NOUN
wohsi,NOUN
before,ADP
pictures,NOUN
Vanished,NOUN
JORDAN,NOUN
freed,VERB
yer,ADV
yet,CONJ
orange,ADJ
ornate,NOUN
Yours,NOUN
scraping,ADJ
....,ADV
Finally,ADV
sorry,VERB
pinning,VERB
Several,ADJ
sharply,ADV
GRYFFINDOR,ADJ
earth,NOUN
Ronald,NOUN
nighttime,ADV
onto,VERB
loudest,ADJ
druidess,NOUN
telling,VERB
Dudley,NOUN
-face,NOUN
wild,ADJ
refusing,VERB
hats,NOUN
impressively,ADV
sapphires,NOUN
friendship,NOUN
bald,NOUN
bringing,VERB
borrow,VERB
Compared,VERB
expected,VERB
suits,NOUN
puzzlement,NOUN
Morning,NOUN
heave,VERB
crack,VERB
Mars,NOUN
sneering,VERB
father,NOUN
somehow,NOUN
ninth,ADJ
live,VERB
horror,NOUN
hut,NOUN
violent,ADJ
these,DET
ing,NOUN
THEIR,NOUN
discover,VERB
difficulty,NOUN
strings,NOUN
dishes,NOUN
pierced,VERB
So,ADV
flitting,VERB
Nice,NOUN
Rubeus,NOUN
pheasants,NOUN
better,VERB
streak,NOUN
sore,ADV
slight,ADJ
rapped,VERB
Somehow,NOUN
hovered,VERB
Ropes,NOUN
Stick,NOUN
scar,NOUN
Or,NOUN
Tap,NOUN
twice,VERB
three-quarters,NOUN
myself,NOUN
glistening,VERB
juicy,NOUN
Mere,NOUN
hooting,VERB
wave,VERB
Ronnie,NOUN
what's-her-name,ADJ
silver-blue,ADJ
clean,VERB
floor,NOUN
sandy,ADJ
sometime,ADV
guarding,NOUN
blew,NOUN
outta,NOUN
Slowly,ADV
firelight,NOUN
shelf,NOUN
squat,NOUN
walls,NOUN
Crabbe,NOUN
fluttered,VERB
rise,VERB
goblet,NOUN
crumpets,NOUN
bombs,NOUN
speck,NOUN
vomitflavored,ADJ
Then,ADV
forgettin,NOUN
call,NOUN
stop,NOUN
maps,NOUN
death,NOUN
broomshed,VERB
well-organized,ADJ
curse,VERB
three,NUM
Comb,NOUN
nothin,ADJ
hangings,NOUN
childhood,NOUN
night,NOUN
sky,NOUN
iron,NOUN
stormed,VERB
whatever,DET
Thinking,NOUN
Norbert,CONJ
thousand,NUM
Turning,VERB
nerves,NOUN
Hanging,VERB
high,ADJ
dazed,VERB
cried,VERB
pain,NOUN
handy,ADJ
Seeker,NOUN
Draconis,NOUN
Inside,NOUN
September,NOUN
referee,NOUN
gettin,NOUN
basketball,NOUN
Frogs,NOUN
pickled,ADJ
table,ADJ
'gar,NOUN
pelting,VERB
frozen,ADJ
mothers,NOUN
guilty,ADJ
meringue,NOUN
beckoned,VERB
everything,NOUN
You-Know-,NOUN
silver,VERB
Half,NOUN
bartender,NOUN
quivering,VERB
Mighta,NOUN
such,ADJ
Terence,NOUN
abou,ADJ
laugh,VERB
forbid,VERB
terrified,ADJ
platforms,VERB
None,NOUN
favor,VERB
impressed,ADJ
donkeys,NOUN
loudly,ADV
rolled,VERB
sweltering,VERB
deal,NOUN
torn,VERB
bacon,NOUN
Yesterday,NOUN
surrounded,VERB
smoke,NOUN
BOOKS,NOUN
shrank,VERB
ten,PRT
Pulling,VERB
swear,VERB
cigarette,NOUN
heaving,VERB
hush,NOUN
platform,NOUN
LIAR,NOUN
touch,NOUN
bundle,NOUN
Wow,NOUN
MY,ADJ
luck,NOUN
shining,VERB
Severus,NOUN
whichever,NOUN
breathe,VERB
glimpse,NOUN
Shhhh,NOUN
didn,NOUN
Nicolas,NOUN
wormwood,NOUN
Years,VERB
smiles,NOUN
blackboard,NOUN
BED,NOUN
thinking,VERB
bats,NOUN
decorations,NOUN
slits,NOUN
shocked,ADJ
whiskery,ADJ
doughnut,NOUN
wickedly,ADV
eh,ADV
marks,NOUN
Wonder,VERB
confessed,VERB
hidden,VERB
rubbed,VERB
complicated,ADJ
ledgers,NOUN
inky,NOUN
opinion,NOUN
leapt,NOUN
invisibility,NOUN
pajamas,NOUN
leaping,VERB
embers,NOUN
velvet,ADJ
greasily,ADV
Albus,NOUN
straw,NOUN
According,VERB
Fudge,NOUN
Positive,NOUN
half-,ADJ
Stairs,NOUN
Marge,NOUN
spilling,VERB
Bright,NOUN
tricked,VERB
Considered,NOUN
Yeah,X
upstairs,ADJ
dusk,NOUN
meanin,NOUN
twist,VERB
pelts,VERB
towered,VERB
omen,NOUN
Welcome,NOUN
force,VERB
many,ADJ
jump,VERB
Blackpool,NOUN
act,VERB
modern,ADJ
HALLOWEEN,NOUN
Fluffy,NOUN
Haaaaaa,NOUN
trolls,NOUN
soft,ADJ
uncoiling,VERB
roars,NOUN
popped,VERB
Can,NOUN
top,NOUN
clearing,VERB
Trust,NOUN
Alas,X
ruffled,VERB
skulking,VERB
nettles,NOUN
Confed,NOUN
Something,VERB
Wanted,VERB
heading,VERB
scrabbling,NOUN
ter,NOUN
slotted,VERB
victims,NOUN
bullied,VERB
beneath,ADP
moon,NOUN
White,NOUN
KEEPER,NOUN
everythin,NOUN
particularly,ADV
clung,NOUN
crammed,VERB
Adalbert,NOUN
upward,ADV
strange,ADJ
best-played,ADJ
split,ADJ
triumphs,NOUN
crush,ADJ
spotting,VERB
forward,ADV
chappie,NOUN
TEN,NOUN
lighting,VERB
silent,NOUN
nine,NUM
learned,VERB
WHAT,NOUN
believes,VERB
wondered,VERB
measuring,VERB
tiptoed,NOUN
stopper,ADJ
Gum,NOUN
Keeper,NOUN
unpleasant,ADJ
goal,NOUN
herself,PRON
beat,VERB
like,VERB
pretend,ADJ
waitin,ADJ
yeh,NUM
Cliodna,NOUN
lived,VERB
stick,VERB
Walking,VERB
guard,NOUN
queen,NOUN
magic,ADJ
instructions,NOUN
repaired,ADJ
July,NOUN
bill,NOUN
FLUMP,NOUN
bare,NOUN
lamplike,ADJ
baking,VERB
Green,NOUN
feeling,NOUN
birds,NOUN
manage,NOUN
positions,NOUN
brave,NOUN
has,VERB
groan,NOUN
Ollivander,ADJ
Dursleys,NOUN
beak,NOUN
bet,NOUN
touched,VERB
Hagrid,X
howl,NOUN
Sorcerer,NOUN
nose,ADJ
stadium,NOUN
Lavender,NOUN
refused,VERB
Second,ADJ
nosy,ADJ
relaxed,ADJ
surprises,NOUN
deeply,NOUN
lower,VERB
feasts,NOUN
lookin,NOUN
ferociously,ADV
break,NOUN
practical,ADJ
walking,NOUN
shack,NOUN
disgruntled,ADJ
mistletoe,VERB
Ireland,NOUN
90,NUM
those,DET
Christmas,NOUN
work,NOUN
muttering,VERB
halfway,ADV
library,ADJ
currently,ADV
hop,NOUN
MIDNIGHT,NOUN
sternly,ADV
rustling,NOUN
I-I,NOUN
Door,NOUN
grunted,VERB
say,VERB
sneered,VERB
Call,VERB
pudding,NOUN
ill,NOUN
ghostie,VERB
taste,VERB
Goblins,VERB
extremely,ADV
over,ADP
skyward,NOUN
excited,VERB
desserts,NOUN
stand,NOUN
poorer,ADJ
therefore,ADV
Excuse,NOUN
That,ADP
shoulda,VERB
fireworks,NOUN
grab,VERB
fastenings,NOUN
mad,NOUN
perhaps,ADV
mistake,NOUN
trodden,VERB
told,VERB
Keep,NOUN
rear,NOUN
Show,NOUN
baskets,NOUN
circled,VERB
McGonagall,NOUN
repeated,VERB
Soon,CONJ
guardin,NOUN
carriages,NOUN
coat,NOUN
Charlie,NOUN
fan,VERB
forty,NOUN
fastest,ADJ
lumpy,NOUN
flatter,VERB
hummed,VERB
ghosts,NOUN
fire,NOUN
feather,ADJ
stone,NOUN
Idiot,NOUN
goblin,NOUN
SEVENTEEN,NOUN
Send,NOUN
armchair,NOUN
unless,ADP
parking,NOUN
High,NOUN
man-crushing,ADJ
level,NOUN
Best,ADJ
honestly,ADV
Use,NOUN
Beasts,NOUN
Right,ADJ
flavor,NOUN
cupboard,NOUN
EQUIPMENT,NOUN
gate,NOUN
happens,NOUN
Make,NOUN
creepers,NOUN
History,NOUN
Is,VERB
elephant,ADJ
no,DET
when,ADV
phone,NOUN
muffins,VERB
tongue,NOUN
loop-the-loops,NOUN
immortal,NOUN
funny-looking,ADJ
dry,ADJ
(,.
pelt,NOUN
SHHHH,NOUN
awful,ADJ
..,ADJ
wake,NOUN
meanwhile,ADV
sayin,NOUN
toilet,NOUN
dreamed,VERB
life,NOUN
delicately,ADV
killed,VERB
anythin,NOUN
wanted,VERB
Grow-Your-Own-Warts,ADJ
lids,VERB
barked,VERB
Hermione,ADJ
thing,NOUN
Here,ADV
looking,VERB
fashion,NOUN
singled,VERB
month,NOUN
Firs,NOUN
creepy,ADJ
empty,ADJ
Hagrid,ADJ
Ah,NOUN
swearing,VERB
patch,NOUN
disgusting,VERB
twos,NOUN
fine,ADJ
green,NOUN
yer,NOUN
conducted,VERB
Help,NOUN
grin,NOUN
poster,NOUN
P,NOUN
....,NOUN
swore,VERB
clapped,VERB
lying,VERB
guessing,VERB
