word,pos
greatest,ADJ
'coming,VERB
rock-chimneys,NOUN
between,ADP
've,VERB
distressed,ADJ
middle,VERB
danger,ADJ
west,VERB
grey,ADV
tresses,NOUN
wise,NOUN
wait,VERB
scarlet,NOUN
age,NOUN
sundered,ADJ
Shire-holidays,NOUN
ate,NOUN
smile,ADJ
live,ADJ
porch,NOUN
worth,NOUN
unhappily,ADV
supple,NOUN
nominal,ADJ
forges,NOUN
minutes,NOUN
Slow,NOUN
grasp,NOUN
beset,NOUN
'Take,PRON
tangled,VERB
key,NOUN
protect,VERB
Fences,NOUN
Elf-lord,NOUN
earth-colours,NOUN
king,NOUN
imprisoned,VERB
craft,NOUN
poorest,ADJ
welcome,ADJ
better,ADJ
Sand,NOUN
slip,NOUN
dew,NOUN
_merry,NOUN
'Excellent,ADJ
Consider,NOUN
sweep,ADJ
'These,NOUN
_soon,NOUN
winds,NOUN
seething,NOUN
wear,NOUN
hold,VERB
song,NOUN
heavy,ADJ
Moria-gate,NOUN
starlight,ADJ
Elven-lore,NOUN
'What,.
crumbling,VERB
1914,NUM
week,NOUN
Mirror,NOUN
belts,NOUN
prospered,VERB
whither,ADJ
'Me,PRT
speaks,VERB
crannied,VERB
_meant_to,NOUN
Stars,NOUN
wondering,NOUN
Lúthien,NOUN
III,NOUN
sun,VERB
listening,NOUN
slept,VERB
dripping,VERB
gained,VERB
waded,VERB
guardroom,NOUN
degree,NOUN
_One,NOUN
tread,NOUN
discussed,VERB
Other,ADJ
birthday-parties,NOUN
weeds,NOUN
scouts,NOUN
packing,VERB
Clear,NOUN
truce,NOUN
tunic,ADJ
scroll,NOUN
woollen,NOUN
hateful,ADJ
enclosed,VERB
fewer,ADJ
_go,NOUN
'Keep,VERB
gnaw,VERB
sweated,VERB
'That,NUM
'Dark,NOUN
burst,ADV
Regiments,NOUN
Perilous,ADJ
raging,NOUN
maggot,NOUN
preference,NOUN
weapon,NOUN
rolling,VERB
wore,NOUN
glass,NOUN
gangway,NOUN
sticks,NOUN
learning,NOUN
insects,NOUN
unlit,ADJ
aloof,ADV
legends,VERB
'Elrond,NOUN
none,ADV
blow,VERB
mark,NOUN
heeding,VERB
typed,VERB
grandmother,NOUN
Swiftly,ADV
dearly,ADV
Midsummer,NOUN
strain,NOUN
carried,VERB
ticking,VERB
Trembling,VERB
famous,ADJ
proper,NOUN
conflict,NOUN
leaves,VERB
largest,ADJ
undying,VERB
clannish,NOUN
ordered,VERB
'All,ADJ
dull,ADJ
grandson,NOUN
thrust,ADJ
ash,ADJ
Went,ADJ
pinnacles,NOUN
Beren,NOUN
advise,VERB
o'clock,ADP
system,NOUN
Dwarf-kings,NOUN
dim,ADV
tumbled,ADJ
chill,VERB
cried,ADJ
lore,NOUN
disordered,ADJ
foggy,ADV
Greenfields,NOUN
'for,PRT
long-vanished,ADJ
wargs,NOUN
tired-except,ADJ
purpose,NOUN
eagle-plume,ADJ
Spoons,NOUN
ashen-cold,ADJ
Fierce,NOUN
snivelling,NOUN
'you,NOUN
'He,VERB
pull,VERB
flax-flowers,NOUN
sheep,ADJ
alas,ADV
briskly,ADV
bog,NOUN
faced,VERB
calendar,NOUN
Berúthiel,NOUN
astray,NOUN
Axe_,NOUN
silver,ADJ
thinner,ADJ
'though,CONJ
elven-sword,ADJ
many-towered,ADJ
reed-beds,NOUN
'But,PRT
erected,VERB
Putting,VERB
Gurgling,VERB
air,NOUN
cheerful,ADJ
speech,NOUN
secure,VERB
ram,NOUN
tracker,NOUN
'he,NOUN
Let,NOUN
slowed,VERB
closing,VERB
heels,NOUN
belted,VERB
hunger,NOUN
basking,VERB
raising,VERB
avoid,VERB
unused,VERB
Further,NOUN
miles,NOUN
eddying,ADJ
torn,ADJ
convinced,VERB
joint,NOUN
books,NOUN
solid,ADJ
self-styled,ADJ
Beyond,NOUN
supply,NOUN
i,ADJ
Legolas,ADJ
Ethir,NOUN
_He_,NOUN
mingled,VERB
hundred,VERB
dishevelled,VERB
agin,VERB
awakening,NOUN
soil,NOUN
themselves,PRON
quick,NOUN
beloved,ADJ
Too,ADV
Later,NOUN
Pillars,NOUN
farm-household,ADJ
tunnels,NOUN
instance,NOUN
lusty,ADJ
charming,VERB
'Tom,.
Dwarrowdelf,NOUN
lamely,ADV
unlabelled,ADJ
shining,ADJ
'But,VERB
prosperity,NOUN
shot,VERB
off,ADP
Waiting,VERB
eye._,NOUN
despaired,VERB
burned,VERB
beaten,ADJ
hunting,VERB
wink,NOUN
moan,NOUN
'Aye,CONJ
firm,ADJ
rash,VERB
abbreviated,ADJ
fifty-second,ADJ
shed,NOUN
deceptive,ADJ
merry-o,ADJ
murder,NOUN
dimly,VERB
crosses,VERB
notched,VERB
cave-troll,NOUN
thunder,NOUN
delaying,VERB
quiver,ADV
'No,.
trick,NOUN
sunlit,NOUN
hill-top,ADJ
heeded,VERB
F.A,NOUN
bowed,VERB
stunted,VERB
Citadel,NOUN
riding,VERB
bead,NOUN
screwed,VERB
caverns,NOUN
knowledge,NOUN
half-mocking,ADJ
light-like,ADJ
detect,VERB
deadly,ADJ
sea-birds,NOUN
tale,NOUN
England,NOUN
rascal,ADJ
recovery,NOUN
mustering,VERB
ripe,ADJ
Heathertoes,NOUN
bereaved,VERB
gaping,VERB
scraps,NOUN
spoons,NOUN
driven,VERB
cellar,NOUN
'if,PRT
lintë,NOUN
tree-root,NOUN
harts-tongue,NOUN
lay,NOUN
neigh,NOUN
Lawks,EXC
poles,NOUN
Foreword,NOUN
plenty,NOUN
windy,ADJ
propped,NOUN
grave,ADJ
drooping,VERB
rendered,VERB
'em,PRON
thrive,VERB
from',ADJ
serial,NOUN
multiplying,VERB
Dad,NOUN
recently,ADV
Alas,ADP
peak,ADJ
wanderer,NOUN
feet,NOUN
texture,NOUN
across,PRT
Tried,VERB
watery,NOUN
Elven-smiths,NOUN
anyhow,NOUN
preparation,NOUN
tenth,NOUN
bath-water,NOUN
cringed,VERB
wail,VERB
_For,NOUN
'More,ADV
soundlessly,ADV
spear-thrust,NOUN
prepared,VERB
red-cheeked,ADJ
impression,NOUN
Under,ADP
inflow,NOUN
seeks,VERB
halt,NOUN
sounds,NOUN
seventy-seven,ADJ
serviceable,ADJ
following,NOUN
Many,VERB
splash,NOUN
'Behind,ADP
ceased,VERB
spring,NOUN
'Is,VERB
annotation,NOUN
owed,VERB
_THE,ADJ
chattels,NOUN
Sam-was,NOUN
witnesses,NOUN
perpetual,ADJ
wither,VERB
pits,NOUN
Dragon,NOUN
'Come,CONJ
fellow,NOUN
'Few,NUM
echo,ADJ
bathe,VERB
outriders,NOUN
image,NOUN
wont,NOUN
hiruva,NOUN
fat,ADJ
delight,VERB
remote,VERB
complete,NOUN
joyously,ADV
gifts,NOUN
elf-faces,NOUN
bidden,VERB
openly,ADV
Elvish,ADJ
depends,NOUN
uncertain,ADJ
Captain,NOUN
forth,PRT
dead,NOUN
abstracts,NOUN
betrayal,NOUN
footprints,VERB
Thrór,ADV
explorers,NOUN
Running,VERB
_and,VERB
whispering,NOUN
about,ADP
stagnant,NOUN
east,ADV
he,NOUN
tremble,ADJ
Year,NOUN
book-case,NOUN
Deadmen,NOUN
Marches,NOUN
'Ours,CONJ
endanger,NOUN
wrong,ADJ
helpers,NOUN
significant,ADJ
Do,VERB
Elf-friend,NOUN
Withywindle,NOUN
'as,NOUN
warmer,ADJ
outwardly,ADV
learned,ADJ
sweet,NOUN
flickering,VERB
In,ADP
kinship,NOUN
Dragon_,NOUN
accurate,ADJ
straightened,VERB
hiruvalyë,ADJ
inadvertently,ADV
Lying,VERB
side,ADJ
Bamfurlong,NOUN
proof,NOUN
likes,NOUN
Never,ADV
_deep,NOUN
swift,ADJ
hung,DET
flow,VERB
mirth,ADJ
hurt,VERB
games,NOUN
scarce-heard,ADJ
quicker,NOUN
night-hours,NOUN
'Fair,CONJ
tossed,VERB
Winyards,NOUN
strand,NOUN
Hallo,NOUN
_Please,VERB
deserves,VERB
reed,NOUN
Dwarf-kingdom,NOUN
posed,VERB
Snatches,NOUN
forget-me-nots,NOUN
combs,NOUN
depart,VERB
orphan,NOUN
tales,NOUN
restless,NOUN
Health,NOUN
collector,NOUN
AII,ADP
entertainments,NOUN
madness,ADJ
Riding,VERB
puff,NOUN
satisfied,ADJ
traffic,NOUN
forgot,VERB
afield,VERB
_we,ADJ
Level,NOUN
'That,DET
loosening,VERB
shone,VERB
discussing,NOUN
wing,NOUN
_hey,NOUN
wandering,VERB
'No,CONJ
tying,VERB
_that_,ADJ
del,NOUN
log,NOUN
asking,NOUN
_they,NOUN
'All,.
hears,NOUN
fault,NOUN
_birthday,NOUN
wayfarers,NOUN
aboard,NOUN
prentice,NOUN
scrambling,VERB
tall,NOUN
grey-skinned,ADJ
slack,ADV
loveliness,NOUN
Spring,NOUN
handing,VERB
'As,ADV
graveyard,NOUN
taken,VERB
messengers,NOUN
nazg,NOUN
succeed,VERB
mostly,ADV
,ADJ
hobbit-feet,NOUN
'Anyway,.
puts,VERB
barrow-top,ADJ
biting,VERB
lower,ADJ
Seventh,NOUN
From,ADP
successors,NOUN
afternoons,NOUN
'nothing,VERB
phalanx,NOUN
hobbit-holes,NOUN
treacherously,ADV
landing,NOUN
ungracious,ADJ
creek,NOUN
wrap,VERB
half,NOUN
mists,VERB
body,NOUN
Smoke,NOUN
authority,NOUN
Azanulbizar,NOUN
Quick,ADJ
fitted,VERB
--,.
Hey,X
thickly,ADV
guard_,NOUN
booted,ADJ
rouse,NOUN
Almost,NOUN
warm,VERB
Imagine,VERB
Evendim,NOUN
'Can,VERB
heaped,NOUN
see,VERB
dare,VERB
much,ADJ
enough,ADV
float,VERB
family-tree,ADJ
'Grievous,ADJ
provided,VERB
yestereve,VERB
fled,VERB
tonight,VERB
'Good,VERB
wrought,ADJ
late,ADJ
_shaft_,NOUN
seldom,NOUN
picture,NOUN
rail,NOUN
'Hurray,NOUN
brows,VERB
thinning,NOUN
orc-feet,NOUN
footfall,NOUN
regrettable,ADJ
Mazarbul,NOUN
vanimelda,NOUN
rid,NOUN
went,VERB
see.,VERB
Jewel,NOUN
justice,VERB
fluttering,NOUN
reached,VERB
watched,VERB
falls,VERB
stubbed,ADJ
excited,ADJ
colour,VERB
unexplored,VERB
save,NOUN
yammered,VERB
_gollum_,NOUN
uninvited,ADJ
betray,VERB
Wetwang,NOUN
question,NOUN
kinsman,NOUN
flown,VERB
future,ADJ
sloped,VERB
Shadowfax,NOUN
trodden,ADJ
underfoot,NOUN
_tap-tom,ADJ
slow,ADJ
loneliness,NOUN
rumours,VERB
'Hallo,X
charging,VERB
sniff,NOUN
repeated,ADJ
errors,NOUN
tipped,VERB
elf-rune,ADJ
_no,NOUN
closer,NOUN
'The,PRT
shepherds,NOUN
Below,ADP
'Bill,VERB
Eärendil,NOUN
draweth,ADJ
lies,NOUN
plant,NOUN
mortal,NOUN
hythe,NOUN
Witch-lord,NOUN
fainter,ADV
fixed,VERB
descendants,NOUN
an,DET
spat,VERB
south-west,NOUN
sheer,NOUN
boring,ADJ
Bilbo,ADP
_him_,ADV
evasively,ADV
tide,NOUN
whither,CONJ
pit,NOUN
lassi,NOUN
pen-strokes,ADJ
fruits,NOUN
mithril,NOUN
amused,ADJ
elven-mail,NOUN
Tol,NOUN
'Some,ADJ
hoots,NOUN
MILO,NOUN
disquieting,ADJ
troll-fells,NOUN
gathered,VERB
shaken,VERB
farms,NOUN
party,NOUN
Willow-man,ADJ
You,PRON
permit,VERB
contrive,VERB
heavy-hearted,ADJ
book,NOUN
sweeping,NOUN
magnificence,NOUN
Caradhras,NOUN
berries,NOUN
Will,NOUN
shirt,NOUN
pestered,VERB
lance,NOUN
An,DET
'it,NOUN
cure,VERB
me,PRON
imagine,VERB
forlorn,ADJ
Stooping,VERB
'The,VERB
returning,VERB
boar,NOUN
safe,ADJ
beside,VERB
troubled,ADJ
injured,ADJ
fields,NOUN
serpent-forms,NOUN
cloven,VERB
humps,NOUN
Elven-king,NOUN
grinned,VERB
quarter,NOUN
bring,VERB
delighted,VERB
Saddle,NOUN
rivalry,NOUN
weatherstained,VERB
perilous,ADJ
Pursuing,VERB
borders,NOUN
rains,NOUN
_Together,ADP
rocks,VERB
'thag,ADP
'do,.
athelas,NOUN
tellumar,NOUN
behalf,NOUN
control,NOUN
amends,NOUN
glimpsed,VERB
sinews,NOUN
fate,NOUN
down,ADP
Swords,NOUN
assembling,VERB
yawning,VERB
Leave,NOUN
cliff-foot,NOUN
Crown,NOUN
Noakes,NOUN
crowned,VERB
Bree-folk,NOUN
Elf-kings,NOUN
pretended,VERB
Throw,VERB
as,ADV
stooping,NOUN
index,NOUN
Hence,NOUN
fences,NOUN
eagerly,ADV
'All,CONJ
neighbour,NOUN
meadows,NOUN
caused,VERB
Bullroarer,NOUN
fissures,NOUN
crackled,VERB
outskirts,NOUN
Fell,NOUN
widespread,ADJ
guides,NOUN
sequels,NOUN
thanked,VERB
'After,CONJ
frugal,ADJ
hopping,VERB
unfastened,VERB
labours,NOUN
re-pack,NOUN
life-like,ADJ
mane,NOUN
proposal,NOUN
tussocky,ADJ
shuttered,ADJ
palan-díriel,ADJ
jogged,VERB
stooped,VERB
script,NOUN
dauntless,NOUN
study,VERB
adopted,VERB
value,NOUN
frowned,VERB
abundant,ADJ
swan-wings,NOUN
drafts,NOUN
immediate,ADJ
Hamfast,NOUN
Inside,ADP
knowledgeable,ADJ
joke,NOUN
ill-kept,ADJ
sit,VERB
teeth,NOUN
approaching,VERB
pieces,NOUN
Deafening,VERB
ridge,VERB
Thainship,NOUN
blending,VERB
folly,NOUN
gift,NOUN
carcanet,NOUN
immense,NOUN
loops,NOUN
typing,NOUN
.but,DET
wearies,NOUN
stamped,VERB
branches,NOUN
wavered,VERB
caked,VERB
Aragorn_,NOUN
brooding,NOUN
Had,NOUN
deedle-dum-diddle,ADJ
distressed,VERB
grey,NOUN
greasy,ADJ
silence,NOUN
warnings,NOUN
virtue,NOUN
Evening,NOUN
thought,ADJ
ideas,NOUN
'Who,PRT
recommended,VERB
involved,VERB
hem,NOUN
citadel,NOUN
Lune,NOUN
Anxiety,NOUN
reward,NOUN
muttered,VERB
ortanë,VERB
Brandir,NOUN
kings,NOUN
chased,VERB
divide,NOUN
'Fly,NOUN
hearths,NOUN
thirty,ADJ
Khazad-dûm,NOUN
fortune,NOUN
speedily,ADV
tarrying,VERB
Lie,ADJ
star-glimmer,NOUN
kick,VERB
alarm,NOUN
Fatty,NOUN
sleep,VERB
gloom,NOUN
hey,VERB
disturbing,ADJ
Stock-brook,ADJ
low-lying,ADJ
acorn,NOUN
die,VERB
White-socks,NOUN
imitations,NOUN
willow-wind,NOUN
embroidered,ADJ
welcome,VERB
longer,ADV
block,NOUN
edges,NOUN
stored,ADJ
Middle-earth,NOUN
'Which,ADJ
annoyance,NOUN
allowed,VERB
afternoon,NOUN
Excitement,NOUN
flakes,NOUN
shy,ADJ
lives,VERB
tradition,NOUN
_mithril,VERB
neglect,ADJ
fetched,VERB
hiding,VERB
-I,NOUN
surprise,NOUN
mail-shirt,NOUN
demand,VERB
red-golden,ADJ
disappear,VERB
wearer,NOUN
wished,VERB
note,NOUN
dreadful,ADJ
stepping,ADJ
_news,NOUN
increased,VERB
night-wind,ADJ
Hobbiton,NOUN
birthday,ADJ
honeycomb,NOUN
Distant,ADJ
white-washed,ADJ
title,NOUN
reforged,VERB
damper,NOUN
catch,NOUN
urgent,ADJ
loved,VERB
Anyway,ADV
Angband,NOUN
slabs,NOUN
mould,NOUN
lain,ADJ
a,DET
guest,NOUN
trust,NOUN
Westgate,NOUN
Speech,NOUN
cornlands,NOUN
resolve,VERB
gagged,VERB
burst,NOUN
tunnel-making,NOUN
bedroom,NOUN
Mind,NOUN
waves,NOUN
scarlet,ADJ
standards,NOUN
'Hiding,VERB
impassable,ADJ
summer,NOUN
creatures,NOUN
'He,NUM
'll,VERB
din,NOUN
_smelling,NOUN
relieve,VERB
unbroken,ADJ
supple,ADJ
paddled,VERB
roots,NOUN
else,ADP
none,NOUN
let,NOUN
roast,VERB
house,NOUN
'm,VERB
knowing,NOUN
Secret,NOUN
streams,NOUN
regret,VERB
farewells,NOUN
brooch,NOUN
Exactly,ADV
'These,ADJ
crooked,VERB
Masters,NOUN
four,NUM
_what,ADV
shook,VERB
bade,VERB
stretching,VERB
glanced,VERB
dusk,ADP
placed,VERB
'Against,ADJ
Renewed,VERB
apparently,ADV
Armies,NOUN
sundown,NOUN
'Our,.
tilled,VERB
commotion,NOUN
draught,VERB
eleventy-first,ADJ
reviewed,VERB
slaughter,NOUN
Silverlode,NOUN
streets,NOUN
Trapped,ADV
tumbled,VERB
dim,NOUN
letting,VERB
_meant_to,ADJ
Mithrandir_,NOUN
kinder,NOUN
sing,VERB
sees,VERB
reveal,VERB
heavy-legged,ADJ
Moria-silver,NOUN
generation,NOUN
store,NOUN
past,NOUN
gangways,NOUN
_unscathed_,ADV
'art,PRT
Rumours,NOUN
sip,NOUN
hundred,NUM
errands,VERB
thinks,VERB
hoarded,VERB
slackened,VERB
decides,VERB
horrified,VERB
fruit,NOUN
Elves,NOUN
Valandil,NOUN
crouching,VERB
beacons,NOUN
size,NOUN
dominated,ADJ
unlikely,ADJ
bid,VERB
preceded,VERB
dew-drops,NOUN
fortnight,NOUN
Anduin,ADJ
speak-we,VERB
'There,DET
feat,NOUN
fumes,NOUN
torture,NOUN
...,.
fearing,VERB
ringing,VERB
hands,VERB
afterwards,VERB
loseth,VERB
lesson,NOUN
Wight,NOUN
'Some,.
decision,NOUN
Nowhere,DET
hitherto,VERB
robbing,NOUN
weed,NOUN
period,NOUN
south,ADV
bridge,NOUN
Dwarf-lords,NOUN
eddying,VERB
Mithril,NOUN
corn,NOUN
keen,VERB
Long,ADV
hoy,NOUN
said.,VERB
kindly,ADJ
3_,NUM
watching,VERB
Small,NOUN
Bare,NOUN
appearing,VERB
steaming,VERB
ago,ADP
All,DET
supper-breakfast,NOUN
resting,VERB
interwoven,ADJ
later,ADJ
Caras,NOUN
drip,VERB
proper,ADJ
whispered,ADJ
robust,ADJ
Drink_,NOUN
possess,VERB
Too,NOUN
virtually,ADV
Túrin,NOUN
hunched,VERB
thirty-three,ADJ
clustering,VERB
realms,VERB
touches,NOUN
'Lor,PRT
yes_,X
Grubbs,NOUN
_sweet,NOUN
Proudfoots,NOUN
tied,VERB
Esgalduin,NOUN
fancies,NOUN
spy,VERB
it,PRON
love,NOUN
retorted,VERB
slime,NOUN
passing,ADJ
unhorsed,ADJ
breadth,NOUN
Tale,NOUN
ordinary,ADJ
grinding,VERB
heard,VERB
foreign,ADJ
_Fare,NOUN
retreated,VERB
barges,NOUN
BALIN,NOUN
knows,NOUN
waxing,VERB
pack,VERB
faintly,ADV
reciting,VERB
quiver,NOUN
trees,NOUN
Terror,NOUN
Gorgor,NOUN
belong,ADV
odd-looking,ADJ
Be,VERB
daughter-in-law,NOUN
invaded,VERB
feared,VERB
_see_,VERB
abundantly,ADV
big,ADJ
engrossing,ADJ
us-we,ADJ
Nimbrethil,NOUN
halls,NOUN
he,PRON
ten,VERB
Folk,NOUN
shouted,VERB
beats,VERB
tune,NOUN
weigh,VERB
clothing,NOUN
clumsily,ADV
notable,ADJ
writing,VERB
Often,ADP
ten-fingered,ADJ
fadeth,NOUN
tramp,NOUN
below,ADV
disappointment,NOUN
heavier,ADV
draw,VERB
raise,VERB
'And,PRT
torches,NOUN
Further,ADJ
flock,VERB
requests,NOUN
signing,VERB
outlier,ADJ
PONY,NOUN
underground,ADJ
_afraid_,ADJ
crown,VERB
drifts,NOUN
yard,NOUN
nod,NOUN
russet,VERB
grimy,NOUN
clothes,NOUN
bushes,NOUN
Sting,VERB
spark,NOUN
quick,ADJ
stock,NOUN
statues,NOUN
END,NOUN
light,ADJ
meant,NOUN
continue,VERB
interrupt,VERB
angle,NOUN
victories,NOUN
ages,ADV
thither,NOUN
'Lothlórien,CONJ
clattering,VERB
slower,ADJ
origins,NOUN
avenged,VERB
bobbing,VERB
South,NOUN
climbs,VERB
Fragments,NOUN
Farthings,NOUN
mounting,NOUN
circle,NOUN
spade,NOUN
t=,ADJ
hopeful,ADJ
Tinbone,NOUN
ride,VERB
wield,VERB
shake,NOUN
inside,ADJ
fifty,ADV
thunder,ADJ
fling,VERB
cursed,ADJ
upset,VERB
still.,ADJ
coals,NOUN
walking-song,ADJ
Evenstar,NOUN
sunlit,ADJ
stolen,VERB
drop,VERB
3,NUM
Would,VERB
pleasure,NOUN
Tirith_,NOUN
distribution,NOUN
Fear,VERB
Deep,ADJ
mind,VERB
hesitating,NOUN
flowering,ADJ
beware,VERB
fragrance,NOUN
thank,NOUN
cradles,NOUN
unfastening,VERB
Excuse,ADP
ravening,VERB
northward,ADV
tale,ADJ
asked.,VERB
_scared,VERB
check,NOUN
barking,VERB
free,ADJ
worse,ADJ
influence,NOUN
wailing,VERB
worlds,NOUN
ribbon,NOUN
represent,VERB
willed,VERB
many-pillared,ADJ
wriggling,NOUN
night-fall,ADJ
throbbed,VERB
Give,VERB
westward,VERB
lay,ADJ
murmur,NOUN
pungent,ADJ
open,VERB
straight,VERB
laughed,VERB
readers,NOUN
_now_,VERB
glad,NOUN
treatment,NOUN
regain,VERB
innkeeper.,NOUN
benches,NOUN
Forget,VERB
'What,NUM
Fairbairns,NOUN
portents,NOUN
laid,ADV
Thrór,NOUN
darker,NOUN
deep_,NOUN
reproached,VERB
east,NOUN
spread,VERB
swelling,VERB
Night,NOUN
striding,VERB
weakening,NOUN
'Lock,.
ghostly,ADV
Everything,NOUN
clouds,NOUN
change,NOUN
thoughtful,ADJ
every,DET
Go,NOUN
counselled,VERB
tenth,ADJ
cap,NOUN
_For,ADJ
drowning,VERB
assail,VERB
longing,NOUN
tearing,ADJ
warn,VERB
speaking,VERB
forbodes,VERB
queerest,ADJ
peace,NOUN
flung,VERB
tree-trunk,NOUN
Never,NOUN
'Maybe,ADV
advanced,ADJ
following,ADJ
charged,VERB
foolishness,NOUN
Arvernien,NOUN
languages,NOUN
treatise,NOUN
purring,VERB
column,NOUN
soaked,VERB
Surely,ADV
Quickly,NOUN
drew,VERB
'Hobbits,NOUN
'that,ADP
haywards,NOUN
dogged,VERB
'Now,PRT
frighten,VERB
bewilderment,VERB
imitation,NOUN
outnumbered,VERB
bubble,ADJ
'Steady,NUM
workmanship,NOUN
Ford,NOUN
'Deserves,VERB
creep,VERB
folds,NOUN
marrow,NOUN
fellow,ADJ
lantern-light,NOUN
causeway,NOUN
Soon,ADV
briefer,NOUN
maintained,VERB
make,VERB
odd,ADJ
akin,CONJ
outer,NOUN
rippling,NOUN
promised,VERB
'Maggot,.
complete,ADJ
only,ADV
chosen,NOUN
Longshanks,NOUN
strongly,ADV
interest,NOUN
draggled,ADJ
staunch,ADJ
'Has,VERB
staring,NOUN
worsted,VERB
journeying,VERB
praise,NOUN
Hound,NOUN
jerked,VERB
north,ADP
wrung,ADJ
mountain-sides,NOUN
best,ADP
dell,NOUN
Again,VERB
'As,NOUN
Certainly,VERB
'One,PRT
slippery,NOUN
haze,NOUN
leaden,ADJ
wasted,VERB
ping,NOUN
'Thus,ADP
silver-studded,ADJ
Bombur,NOUN
teacher,NOUN
rushing,VERB
jutted,VERB
overcome,VERB
frequent,ADJ
left,NOUN
messages,NOUN
endure,VERB
Which,NOUN
use,ADP
that,ADV
Winter,NOUN
covers,VERB
sent,VERB
joyfully,ADV
effort,NOUN
Qs,NOUN
war-horn,ADJ
sweet,ADJ
'Come,NUM
upheld,VERB
six-thirty,ADJ
treacherous,ADJ
destroying,NOUN
old,ADJ
wish,VERB
likings,NOUN
menacing,VERB
_Mellyrn_,NOUN
fording,NOUN
South-realm,NOUN
hurtful,ADJ
throne,NOUN
curiously,ADV
ties,NOUN
proof,ADJ
achieved,VERB
bruised,VERB
Buckland,NOUN
trying,VERB
you._,NOUN
'my,NOUN
Dangerous,ADJ
-_or,ADP
enough,NOUN
lead,NOUN
bags,NOUN
holiday,NOUN
disconcerting,VERB
boots,NOUN
'For,CONJ
rode,PRT
late,VERB
swam,NOUN
look,NOUN
_But,NOUN
frail,NOUN
'Elrond,.
Lanterns,NOUN
footstool,NOUN
sword-blades,NOUN
stifling,ADJ
For,ADP
'Well,PRT
gruffly,NOUN
dropping,VERB
uninvited,VERB
Grip,NOUN
Longbottom,NOUN
toy,NOUN
hilltops,NOUN
hanging,VERB
drives,VERB
announcement,NOUN
Eastward,NOUN
LONG,NOUN
safest,ADV
declared,VERB
another,DET
slow,VERB
Alas,EXC
root-threads,NOUN
tall,ADJ
premises,NOUN
loosened,ADJ
Elven-tears,NOUN
war-beacons,NOUN
Rory,NOUN
servant,NOUN
Wake,NOUN
weather-beaten,ADJ
discoveries,NOUN
can,VERB
test,NOUN
welcoming,ADJ
inner,ADJ
crackle,NOUN
'Did,ADP
waterways,NOUN
huddled,ADJ
diary,NOUN
wound,NOUN
'Hallo,CONJ
spooks,VERB
fainter,NOUN
sneaking,VERB
'Tom,NUM
each,DET
Ring-bearer,NOUN
lanterns,NOUN
sunless,ADJ
thoroughly,ADV
with,ADP
provisions,NOUN
fly,NOUN
funny,ADJ
wateror,NOUN
Bagshot,NOUN
rode,VERB
might,VERB
So,ADP
noble,ADJ
household,NOUN
regions,NOUN
met,VERB
drove,VERB
Ponies,NOUN
travel-stained,ADJ
'Eldest,ADJ
Wall,NOUN
Ranger,NOUN
Western,NOUN
dying,VERB
play-acting,ADJ
appointed,VERB
upstream,ADV
aglar,ADJ
_Cram_,ADV
breakfast,ADP
'No,NUM
Forty,NOUN
tragic,ADJ
metal,NOUN
clipped,ADJ
eyesight,NOUN
astray-if,ADJ
unwelcome,ADJ
snapping,VERB
primarily,ADV
obedient,ADJ
Touched,VERB
'he,.
rustled,VERB
box,NOUN
seldom,ADJ
Bane,NOUN
sometimes,VERB
recite,NOUN
galleries,NOUN
distrusted,VERB
family-trees,NOUN
Warily,NOUN
league,NOUN
rascals,NOUN
doom_,VERB
Plainly,NOUN
rid,ADJ
rescued,VERB
rim,NOUN
place,NOUN
sill,NOUN
thy,ADJ
explain,VERB
fleeing,VERB
dammed,VERB
order,NOUN
'Trust,VERB
smeared,VERB
northwards,ADV
endless,ADJ
grey-green,ADJ
shaft,NOUN
misleading,ADJ
'No,PRON
SACKVILLE-BAGGINS,NOUN
Gathering,VERB
turrets,NOUN
excite,VERB
passage,NOUN
Gilthoniel,NOUN
unnatural,ADJ
loneliness,ADJ
shrill,NOUN
they,PRON
Hear,NOUN
displeased,ADJ
Mountains,NOUN
Thrice,NOUN
rooted,VERB
closer,ADJ
spot,NOUN
guards,VERB
delayed,VERB
lodes,ADJ
drag,VERB
huntsman,NOUN
'Goldberry,.
natural,ADJ
last,ADJ
production,NOUN
mortal,ADJ
unaccountably,ADV
shines,NOUN
quarried,VERB
moss,NOUN
Uttermost,NOUN
Evil,NOUN
moisture,NOUN
start,VERB
snowed,VERB
broken,VERB
tramps,NOUN
Fangorn,NOUN
hammer,NOUN
near,ADV
mounds,NOUN
till,ADP
'Here,ADV
eagerness,NOUN
'It,NOUN
counter-spell,NOUN
stiff-like,ADJ
screamed,VERB
choose,VERB
unexpected,ADJ
_suffer_,NOUN
valued,VERB
spoil,VERB
comb,VERB
Necromancer,NOUN
arose,NOUN
Fanuilos,NOUN
gardening,NOUN
troll-fells,ADJ
estates,VERB
supplies,NOUN
rout,VERB
Returns,NOUN
lapping,VERB
forced,VERB
Much,ADV
leafy,ADJ
tracked,VERB
comparative,ADJ
newer,ADJ
foaming,VERB
desperate,NOUN
coppices,NOUN
fight,VERB
Gross,NOUN
On,ADP
chamber,NOUN
sweeping,ADJ
sang,NOUN
penthouse,NOUN
returns,VERB
fits,VERB
yonder,ADV
servants,NOUN
Once,ADV
